temperature,humidity,moisture,soil,crop
28.39,51.88,59.74,loamy,oil seeds
31.18,55.41,33.33,black,barley
26.88,60.42,29.07,black,barley
28.78,46.7,36.68,clayey,tobacco
22.15,54.75,39.9,clayey,barley
34.37,52.58,39.35,red,paddy
38.93,72.2,68.8,red,tobacco
33.86,61.51,60.88,loamy,sugarcane
29.29,49.2,35.91,red,cotton
26.65,61.13,36.81,loamy,cotton
23.94,46.32,39.99,black,millets
30.97,58.0,39.5,sandy,millets
30.01,51.08,29.77,black,tobacco
27.0,61.54,48.67,sandy,sugarcane
23.87,50.93,44.6,clayey,pulses
37.83,58.79,52.48,red,barley
28.0,47.27,57.35,clayey,tobacco
28.02,63.79,48.61,loamy,oil seeds
29.13,67.17,44.42,black,wheat
34.41,62.43,33.3,loamy,barley
29.76,61.14,53.09,black,pulses
25.61,56.5,60.49,loamy,ground nuts
22.49,46.82,30.38,black,tobacco
29.13,46.65,36.41,loamy,ground nuts
31.29,60.08,42.87,red,tobacco
38.61,69.3,41.21,black,paddy
29.54,54.01,70.0,loamy,pulses
34.72,64.79,24.84,clayey,maize
33.47,61.96,52.46,sandy,pulses
30.67,67.01,70.0,loamy,sugarcane
23.84,40.88,64.6,black,barley
35.5,64.73,50.91,clayey,pulses
26.3,56.35,38.58,loamy,sugarcane
21.44,43.3,36.7,sandy,cotton
31.67,71.83,25.15,sandy,sugarcane
34.02,65.9,36.28,clayey,wheat
27.74,58.79,39.22,black,wheat
34.47,62.06,31.47,clayey,pulses
22.28,44.81,70.0,clayey,oil seeds
32.67,66.69,70.0,red,sugarcane
38.27,69.52,41.61,black,millets
34.72,55.96,37.9,sandy,sugarcane
24.93,55.08,70.0,red,paddy
29.31,44.74,47.53,sandy,millets
37.76,59.22,56.24,red,pulses
27.61,57.05,25.26,red,ground nuts
24.83,54.72,32.76,black,oil seeds
33.76,53.8,61.55,black,wheat
40.0,60.45,33.52,black,cotton
36.02,74.78,38.64,loamy,barley
29.17,58.72,20.0,clayey,oil seeds
29.35,51.42,70.0,red,sugarcane
32.78,63.54,36.29,red,pulses
33.16,56.99,39.99,red,pulses
32.62,52.77,37.75,red,maize
32.78,73.78,36.5,sandy,wheat
22.5,43.53,24.16,loamy,sugarcane
30.9,58.59,38.32,black,barley
34.54,55.21,45.01,sandy,paddy
21.41,53.24,26.72,loamy,ground nuts
29.97,69.39,25.39,red,pulses
25.29,61.48,27.71,red,paddy
32.78,68.98,42.07,red,maize
27.38,50.06,24.55,black,pulses
34.33,67.03,36.49,red,ground nuts
20.45,45.71,55.91,red,tobacco
33.66,76.53,54.93,black,millets
27.79,51.33,28.88,loamy,maize
30.52,54.99,69.02,loamy,millets
28.83,64.74,44.66,red,sugarcane
31.78,66.32,62.44,red,paddy
28.49,61.78,47.46,sandy,maize
26.7,61.16,69.76,black,wheat
23.59,48.13,28.61,sandy,sugarcane
32.73,67.1,34.06,loamy,barley
33.44,67.04,56.66,loamy,pulses
27.3,58.19,21.84,loamy,paddy
30.79,53.82,68.44,loamy,paddy
28.67,55.3,38.91,clayey,ground nuts
26.88,59.5,33.0,black,barley
25.28,48.16,60.97,black,paddy
39.78,59.7,70.0,sandy,pulses
25.07,48.14,38.76,clayey,barley
28.53,58.99,66.34,red,millets
23.38,59.24,45.99,sandy,paddy
26.95,52.13,54.83,sandy,tobacco
34.46,67.55,53.28,black,maize
30.24,57.35,39.81,black,maize
30.01,48.4,35.35,clayey,cotton
34.19,69.83,62.1,sandy,paddy
32.25,50.03,66.47,clayey,cotton
33.16,66.73,50.78,loamy,maize
37.12,70.82,39.36,black,millets
32.23,69.85,66.56,black,ground nuts
38.56,68.08,57.75,sandy,paddy
27.12,58.16,22.74,black,cotton
24.73,51.53,26.69,loamy,wheat
29.05,63.39,46.94,loamy,wheat
28.36,52.45,31.86,red,pulses
37.97,57.61,56.51,loamy,wheat
31.75,49.36,57.18,clayey,wheat
39.48,79.62,45.0,red,maize
31.73,51.04,30.08,loamy,tobacco
32.2,72.21,60.57,loamy,barley
33.52,56.48,24.69,sandy,wheat
35.4,66.88,56.01,clayey,pulses
28.75,56.3,63.61,sandy,millets
27.28,44.46,51.74,clayey,oil seeds
33.78,69.12,20.23,loamy,ground nuts
28.26,60.74,38.67,red,ground nuts
32.33,64.89,54.65,loamy,ground nuts
39.82,68.1,26.42,red,paddy
23.86,58.39,20.05,loamy,oil seeds
22.59,56.96,27.15,red,barley
25.76,66.93,23.29,red,ground nuts
24.38,52.1,61.63,black,wheat
24.99,61.19,45.63,black,sugarcane
26.32,57.42,33.27,clayey,pulses
25.92,59.83,38.31,red,sugarcane
35.0,75.25,35.02,loamy,sugarcane
26.66,68.27,47.59,sandy,barley
20.3,54.28,45.3,red,pulses
25.23,45.43,37.13,black,cotton
30.71,56.46,43.4,clayey,ground nuts
33.8,58.42,63.96,clayey,sugarcane
25.47,48.38,36.0,black,millets
26.75,60.71,69.47,red,oil seeds
31.97,52.19,32.94,black,oil seeds
30.06,63.8,35.07,red,maize
25.45,53.33,23.38,loamy,oil seeds
38.04,64.69,48.58,clayey,pulses
40.0,75.91,41.53,red,ground nuts
26.7,49.6,42.38,red,paddy
30.02,65.59,54.31,loamy,barley
30.26,44.92,59.46,black,cotton
24.6,42.57,45.33,clayey,paddy
30.5,56.85,37.55,red,tobacco
33.02,75.26,31.06,red,paddy
28.62,46.23,66.04,red,millets
29.99,69.45,20.0,loamy,pulses
25.88,62.12,69.37,black,maize
30.13,68.83,49.19,clayey,tobacco
34.13,72.64,46.55,black,tobacco
32.58,55.89,49.25,red,oil seeds
31.89,67.32,55.3,loamy,maize
32.95,48.92,32.88,black,millets
35.37,75.72,32.49,red,oil seeds
31.8,60.45,29.67,black,barley
26.49,68.8,49.84,clayey,millets
38.31,61.97,48.6,sandy,cotton
36.93,64.85,47.1,red,oil seeds
21.89,47.55,20.0,clayey,cotton
40.0,75.07,38.95,clayey,sugarcane
37.05,69.76,48.65,black,tobacco
33.03,57.67,46.12,clayey,tobacco
30.6,60.9,57.87,red,wheat
32.22,60.78,34.61,red,sugarcane
32.77,60.31,32.09,loamy,oil seeds
29.89,52.86,50.67,sandy,millets
35.93,68.53,36.36,sandy,ground nuts
37.85,64.18,57.45,sandy,cotton
24.66,47.81,24.37,sandy,ground nuts
28.48,69.99,27.05,black,tobacco
35.25,55.27,39.3,loamy,cotton
32.92,51.51,35.47,black,pulses
39.3,71.67,43.17,sandy,pulses
30.2,43.41,40.91,black,oil seeds
32.52,64.65,24.55,sandy,sugarcane
26.39,58.76,26.14,clayey,sugarcane
29.87,57.28,37.3,black,oil seeds
33.84,67.09,53.03,clayey,wheat
30.96,55.9,41.09,red,wheat
33.1,57.5,42.07,clayey,barley
26.16,59.25,36.27,sandy,cotton
32.22,68.32,47.1,sandy,tobacco
25.96,57.58,55.01,black,paddy
29.98,56.89,32.9,loamy,maize
26.5,52.28,28.61,sandy,ground nuts
36.91,73.2,33.96,red,maize
34.0,73.7,57.78,sandy,maize
27.53,51.5,38.22,sandy,tobacco
35.43,50.87,44.74,loamy,ground nuts
32.22,54.23,47.91,black,barley
26.65,56.41,66.61,loamy,wheat
26.9,42.45,46.23,loamy,wheat
30.49,55.56,64.02,loamy,wheat
26.99,44.75,36.06,sandy,millets
26.11,58.64,22.93,clayey,cotton
32.64,56.74,45.11,red,tobacco
28.63,63.42,48.86,sandy,wheat
22.6,60.21,36.97,sandy,wheat
28.97,68.66,31.32,clayey,paddy
32.04,68.28,40.21,red,paddy
25.6,54.32,31.26,loamy,barley
28.9,60.24,35.76,clayey,oil seeds
26.66,60.4,30.09,clayey,oil seeds
33.83,61.27,70.0,sandy,oil seeds
34.54,63.82,62.84,clayey,cotton
28.91,41.55,69.89,loamy,oil seeds
36.28,62.7,32.29,clayey,oil seeds
25.51,66.21,44.24,black,barley
24.4,60.18,37.67,black,pulses
32.06,46.96,51.16,sandy,maize
40.0,71.75,46.13,loamy,millets
24.3,54.99,32.02,clayey,barley
29.47,59.72,59.54,red,wheat
36.49,69.41,58.49,clayey,ground nuts
24.26,61.88,65.71,clayey,maize
27.6,56.81,32.67,sandy,pulses
23.84,61.45,20.0,sandy,pulses
31.05,59.62,35.9,sandy,paddy
28.51,55.73,42.73,red,millets
36.45,68.49,26.71,loamy,maize
29.8,66.69,70.0,clayey,millets
27.41,49.33,22.31,loamy,barley
30.29,48.59,52.49,sandy,pulses
40.0,69.41,43.69,red,ground nuts
26.52,49.7,59.42,loamy,barley
29.97,57.71,70.0,clayey,pulses
29.01,57.85,40.02,sandy,pulses
31.5,53.39,52.53,black,paddy
28.83,59.28,49.24,sandy,ground nuts
23.87,61.85,26.36,sandy,paddy
36.75,69.93,42.63,sandy,millets
34.96,53.85,35.07,sandy,sugarcane
32.9,66.62,21.84,clayey,millets
24.66,59.3,31.83,clayey,cotton
28.78,65.76,64.46,sandy,ground nuts
36.61,57.83,47.58,sandy,barley
30.33,61.55,45.94,sandy,tobacco
24.68,45.27,47.81,clayey,pulses
20.7,52.06,31.55,red,cotton
30.81,65.77,45.65,black,maize
36.75,74.94,55.55,loamy,tobacco
29.68,55.32,30.31,clayey,paddy
29.45,51.32,62.42,loamy,millets
33.28,70.59,39.69,black,barley
28.42,49.48,38.23,black,oil seeds
29.18,67.41,29.21,red,paddy
35.39,69.31,42.02,black,millets
33.12,66.48,41.95,sandy,oil seeds
28.27,69.62,65.41,sandy,cotton
33.61,68.82,40.58,clayey,maize
25.71,55.35,40.7,clayey,millets
31.15,66.9,49.75,sandy,cotton
23.02,62.92,28.92,black,pulses
25.53,52.01,43.54,clayey,cotton
29.52,46.94,40.51,red,cotton
31.28,59.63,56.79,clayey,maize
27.39,58.57,47.88,black,pulses
24.97,57.24,56.69,sandy,tobacco
34.81,77.03,58.09,red,pulses
30.22,68.75,58.39,sandy,tobacco
27.95,52.04,60.22,sandy,millets
36.68,59.35,46.12,clayey,wheat
33.98,50.38,53.63,sandy,maize
35.25,65.6,41.85,red,cotton
21.87,46.4,37.57,sandy,paddy
21.66,44.54,59.31,black,wheat
27.7,51.81,52.3,sandy,maize
35.18,71.74,59.5,black,ground nuts
31.64,58.28,29.1,sandy,maize
30.89,46.85,55.84,clayey,pulses
35.7,57.43,35.8,red,cotton
33.87,54.76,35.38,loamy,pulses
37.24,59.51,60.24,black,sugarcane
27.81,67.33,35.83,clayey,paddy
38.13,56.75,55.03,loamy,wheat
31.88,69.26,37.67,loamy,millets
37.62,56.81,33.81,clayey,oil seeds
22.41,58.55,33.15,clayey,millets
29.65,57.73,44.42,loamy,cotton
28.76,50.29,26.63,loamy,ground nuts
23.62,54.1,36.08,black,tobacco
33.13,65.2,62.77,black,millets
30.05,49.6,38.88,black,ground nuts
20.14,55.39,34.9,sandy,ground nuts
25.12,59.64,41.7,black,paddy
33.19,62.06,52.48,sandy,sugarcane
34.27,61.65,38.7,loamy,sugarcane
27.91,57.81,37.13,clayey,sugarcane
28.82,53.07,33.55,clayey,barley
26.41,53.31,47.82,red,ground nuts
30.4,55.73,55.43,sandy,sugarcane
32.51,54.93,36.01,loamy,paddy
26.68,58.71,31.63,black,oil seeds
29.79,52.4,41.74,sandy,ground nuts
27.58,61.82,63.26,sandy,sugarcane
33.86,71.98,39.51,clayey,pulses
31.19,54.28,56.93,black,oil seeds
37.5,78.9,55.18,loamy,millets
24.53,51.09,51.48,sandy,sugarcane
34.71,71.46,27.27,red,maize
28.71,61.58,39.06,sandy,maize
26.71,56.92,34.15,red,wheat
38.54,57.01,49.61,black,millets
36.76,71.56,36.82,clayey,cotton
30.58,51.06,30.0,loamy,millets
29.48,49.92,23.52,black,millets
31.21,58.81,41.61,black,paddy
34.58,58.18,59.64,clayey,ground nuts
30.13,63.29,31.12,red,paddy
30.13,58.46,60.18,loamy,pulses
24.63,53.02,36.99,loamy,sugarcane
30.44,63.3,49.43,black,tobacco
26.65,56.89,50.34,black,maize
32.06,55.75,63.43,loamy,wheat
29.22,51.42,31.77,loamy,sugarcane
24.12,52.17,38.96,loamy,barley
36.74,54.42,31.68,black,millets
34.73,70.2,55.44,loamy,millets
26.11,42.81,42.69,black,millets
27.48,43.68,31.29,black,oil seeds
24.26,56.62,34.63,loamy,pulses
27.33,58.93,31.31,loamy,wheat
32.75,57.13,30.99,red,tobacco
24.32,64.62,26.9,sandy,barley
34.22,66.2,65.25,clayey,paddy
26.56,61.21,46.73,loamy,barley
30.77,60.08,39.33,black,sugarcane
28.84,59.5,20.0,red,wheat
25.9,59.1,46.8,sandy,millets
26.17,51.76,33.52,loamy,maize
27.2,62.82,65.08,clayey,maize
29.73,48.28,26.09,sandy,millets
32.31,63.38,48.51,loamy,maize
36.46,63.12,40.28,black,pulses
22.84,59.33,62.69,clayey,wheat
25.4,56.88,53.51,loamy,millets
34.47,55.51,46.55,clayey,cotton
24.83,57.64,41.53,red,tobacco
34.99,53.45,34.55,black,ground nuts
35.41,55.99,30.99,loamy,sugarcane
35.73,68.68,38.23,black,oil seeds
38.03,72.22,45.56,red,barley
38.49,73.46,46.36,loamy,ground nuts
35.33,57.99,70.0,clayey,ground nuts
27.72,44.26,20.0,loamy,barley
32.64,48.78,46.52,clayey,barley
20.18,51.57,34.03,sandy,tobacco
32.15,57.67,51.66,red,tobacco
31.33,55.22,24.37,sandy,cotton
25.58,54.13,29.55,black,sugarcane
23.98,55.05,31.37,clayey,ground nuts
32.63,64.09,48.36,loamy,barley
30.75,52.41,37.5,loamy,maize
27.83,48.97,45.35,loamy,paddy
29.78,57.79,45.7,clayey,sugarcane
27.09,53.92,37.19,loamy,sugarcane
26.43,60.25,35.78,sandy,sugarcane
27.82,48.81,25.68,black,pulses
33.4,62.87,43.1,clayey,millets
31.47,62.21,66.18,black,maize
31.35,67.11,31.38,loamy,pulses
26.82,51.3,34.82,red,barley
26.78,65.69,55.2,sandy,maize
25.92,47.69,61.97,clayey,ground nuts
27.58,42.95,54.69,sandy,sugarcane
34.13,69.91,26.15,sandy,sugarcane
27.47,46.61,31.72,loamy,tobacco
37.79,66.43,53.61,black,maize
37.81,64.17,31.59,sandy,paddy
30.8,58.77,21.23,sandy,paddy
28.25,54.74,70.0,red,maize
26.16,45.71,32.82,clayey,pulses
33.66,67.43,38.06,sandy,pulses
33.31,66.96,40.72,red,oil seeds
34.91,57.74,67.05,clayey,maize
27.14,52.85,56.68,sandy,tobacco
28.7,54.12,34.2,sandy,oil seeds
29.99,45.79,31.39,black,millets
39.07,73.97,37.05,loamy,tobacco
25.64,57.81,39.15,black,pulses
32.86,61.11,38.13,black,sugarcane
35.95,56.17,51.09,black,wheat
38.15,76.07,50.5,black,wheat
27.97,61.87,53.56,black,maize
32.21,69.43,39.24,red,wheat
35.52,75.0,62.64,black,maize
27.25,57.18,56.38,clayey,maize
34.84,55.67,20.0,black,paddy
38.74,72.41,27.4,red,pulses
26.87,52.34,36.12,black,cotton
33.62,61.17,32.6,clayey,wheat
31.47,70.69,49.36,black,maize
20.18,49.8,27.78,red,maize
27.16,55.4,35.51,loamy,oil seeds
29.22,51.72,43.95,black,wheat
31.2,50.88,26.64,red,sugarcane
35.95,72.98,52.9,clayey,wheat
38.86,75.86,37.69,clayey,tobacco
35.31,77.47,46.4,clayey,sugarcane
30.59,56.57,30.01,sandy,oil seeds
26.12,58.73,50.26,clayey,wheat
25.49,50.89,63.63,loamy,tobacco
33.52,57.98,49.92,black,oil seeds
31.88,52.97,49.87,black,cotton
33.94,55.33,48.3,clayey,tobacco
27.97,47.65,45.75,black,paddy
29.43,65.58,51.3,clayey,maize
29.37,58.44,44.49,black,sugarcane
27.43,56.68,24.36,clayey,wheat
32.66,59.5,27.0,black,pulses
25.17,43.89,65.91,black,ground nuts
27.51,55.86,41.39,black,barley
26.81,58.78,49.15,clayey,oil seeds
29.29,69.9,43.81,black,maize
32.07,63.03,39.38,sandy,maize
30.29,69.78,31.58,black,sugarcane
22.46,48.46,43.17,clayey,tobacco
24.89,41.79,54.45,black,ground nuts
29.43,62.46,43.26,black,barley
40.0,76.58,43.4,clayey,pulses
33.82,63.87,30.01,black,wheat
36.91,75.0,34.75,clayey,wheat
29.11,66.22,57.05,black,sugarcane
37.61,71.93,31.01,black,oil seeds
23.97,42.57,33.9,loamy,ground nuts
21.48,43.69,41.22,sandy,oil seeds
28.56,69.25,43.73,red,barley
24.78,56.42,25.51,clayey,sugarcane
28.78,60.98,46.86,clayey,millets
25.83,42.5,60.32,clayey,cotton
21.27,59.98,35.59,red,paddy
27.79,46.46,33.4,black,ground nuts
36.34,67.59,43.01,clayey,oil seeds
26.57,52.98,56.7,sandy,tobacco
27.78,57.1,42.64,black,barley
26.99,44.73,51.9,sandy,oil seeds
29.83,64.29,45.68,black,sugarcane
23.56,56.69,37.04,red,pulses
31.85,62.5,31.51,sandy,ground nuts
26.79,58.42,26.41,sandy,oil seeds
27.02,55.09,35.69,red,paddy
25.4,59.23,35.65,clayey,paddy
28.2,47.14,48.34,black,tobacco
34.32,61.36,44.53,black,maize
34.8,76.07,30.81,red,tobacco
33.52,65.3,40.12,clayey,ground nuts
29.16,51.25,37.86,red,wheat
33.55,69.48,37.73,clayey,cotton
35.14,68.94,36.73,sandy,paddy
31.21,67.98,48.85,black,paddy
27.89,53.82,40.72,black,tobacco
39.78,72.13,29.77,clayey,maize
33.64,62.64,37.52,red,sugarcane
26.29,44.72,37.75,clayey,pulses
27.42,62.2,57.15,sandy,millets
32.51,53.53,45.88,red,tobacco
33.57,54.09,68.48,black,sugarcane
30.06,57.82,29.93,sandy,paddy
40.0,75.94,34.96,red,millets
21.36,46.46,35.37,clayey,cotton
30.85,62.03,23.42,clayey,cotton
32.9,63.12,47.43,black,barley
29.42,72.78,42.89,clayey,sugarcane
38.27,63.65,41.45,clayey,ground nuts
25.08,61.53,34.32,loamy,tobacco
33.46,72.4,40.83,red,oil seeds
27.4,56.09,57.66,clayey,paddy
31.91,46.26,41.51,black,pulses
30.02,66.49,49.75,loamy,maize
26.05,51.23,34.11,loamy,maize
38.11,67.76,40.16,loamy,tobacco
25.82,44.33,29.18,loamy,tobacco
25.24,43.61,39.67,loamy,ground nuts
36.49,65.48,39.34,red,oil seeds
23.39,59.65,40.74,clayey,paddy
29.61,70.12,42.17,red,barley
33.0,55.09,52.37,black,pulses
32.12,68.28,42.26,red,barley
33.34,73.86,48.0,clayey,ground nuts
29.17,64.55,46.56,sandy,barley
24.82,45.77,51.47,clayey,cotton
27.19,46.21,27.99,loamy,sugarcane
34.5,63.22,50.73,loamy,ground nuts
31.98,45.3,30.75,loamy,pulses
31.31,58.21,49.13,clayey,oil seeds
31.7,73.98,42.06,loamy,pulses
30.25,60.34,33.5,sandy,barley
38.47,55.14,50.1,red,ground nuts
35.84,62.15,67.16,sandy,millets
26.29,62.82,38.28,red,barley
35.77,67.17,42.53,black,maize
27.14,68.62,46.27,sandy,wheat
32.99,70.55,34.22,loamy,paddy
33.14,50.64,55.05,loamy,maize
25.7,57.86,20.0,loamy,barley
27.27,42.2,47.49,loamy,wheat
25.65,55.02,37.37,red,tobacco
28.48,55.48,25.55,loamy,maize
26.12,60.43,58.13,black,cotton
22.99,44.67,30.17,black,paddy
35.57,70.66,40.03,black,wheat
25.78,57.76,65.12,black,tobacco
38.93,72.28,67.64,red,cotton
34.4,70.85,53.05,black,sugarcane
23.28,45.27,43.77,sandy,sugarcane
29.27,65.89,70.0,sandy,wheat
28.06,44.09,58.46,red,tobacco
29.55,60.62,45.99,sandy,barley
25.91,42.33,27.89,loamy,oil seeds
29.91,45.99,64.48,sandy,cotton
32.92,60.86,60.26,clayey,maize
36.6,61.48,20.0,black,cotton
35.3,76.77,44.61,red,tobacco
32.46,62.03,48.0,red,cotton
31.52,57.93,68.2,clayey,maize
28.54,55.75,38.08,clayey,sugarcane
26.33,58.16,43.91,red,barley
31.55,50.78,32.59,loamy,paddy
25.7,62.98,30.45,sandy,pulses
33.51,66.81,32.19,loamy,paddy
33.19,62.86,37.31,red,oil seeds
24.07,54.47,28.69,loamy,pulses
37.03,73.51,35.21,loamy,tobacco
29.52,56.55,31.92,clayey,cotton
20.55,42.03,63.54,black,barley
33.35,71.63,38.11,loamy,sugarcane
30.33,51.05,33.36,clayey,cotton
31.18,55.84,28.31,clayey,millets
37.84,66.91,57.7,sandy,oil seeds
32.56,68.67,23.64,loamy,tobacco
31.72,45.26,28.54,clayey,maize
31.1,45.98,25.78,black,ground nuts
29.8,59.73,35.64,red,barley
33.62,63.24,36.1,clayey,tobacco
34.15,57.16,39.48,sandy,cotton
29.13,53.38,49.08,red,sugarcane
30.83,57.02,57.45,loamy,barley
29.14,61.8,44.63,loamy,tobacco
26.79,61.62,45.64,sandy,ground nuts
21.49,46.99,40.82,sandy,cotton
35.36,56.86,36.82,loamy,millets
25.98,56.09,45.29,sandy,tobacco
25.86,45.62,35.68,red,barley
29.91,60.03,58.5,clayey,cotton
27.33,55.62,31.28,clayey,pulses
34.51,68.73,69.9,loamy,barley
32.14,71.89,41.21,loamy,pulses
34.01,63.87,51.24,clayey,wheat
30.01,59.57,35.04,red,ground nuts
35.19,65.14,22.12,black,ground nuts
28.81,54.94,41.6,black,barley
30.77,55.44,46.67,clayey,paddy
32.43,56.6,64.19,red,wheat
34.68,50.94,55.43,black,oil seeds
24.83,59.19,31.4,clayey,paddy
28.86,73.5,29.53,black,sugarcane
29.84,65.34,35.1,sandy,barley
38.76,56.94,56.53,sandy,cotton
35.24,66.47,51.44,red,cotton
34.51,58.28,63.85,clayey,millets
23.93,60.03,29.73,black,millets
28.0,58.95,32.66,red,pulses
25.02,45.57,38.91,black,tobacco
30.76,50.1,44.85,clayey,maize
30.4,52.84,59.57,clayey,maize
34.55,61.85,66.2,clayey,ground nuts
23.54,47.71,27.92,red,barley
29.87,52.38,22.8,black,pulses
34.57,55.72,20.0,loamy,sugarcane
31.63,50.38,31.45,clayey,paddy
31.73,51.82,37.23,sandy,maize
25.36,62.76,62.32,clayey,barley
36.64,57.29,24.08,black,oil seeds
32.1,65.89,70.0,clayey,wheat
21.09,49.87,63.43,red,paddy
36.17,73.15,60.09,black,cotton
38.68,76.72,57.16,red,tobacco
29.0,70.73,43.4,loamy,oil seeds
31.23,66.32,27.49,red,wheat
31.19,71.44,46.39,loamy,maize
29.35,61.82,63.95,sandy,pulses
27.41,56.77,45.73,clayey,sugarcane
32.63,66.83,49.59,red,cotton
34.33,58.34,39.98,sandy,cotton
26.71,51.41,32.41,clayey,tobacco
30.66,66.4,52.44,loamy,pulses
27.45,57.24,34.3,clayey,oil seeds
30.59,56.93,49.01,loamy,cotton
29.75,47.56,33.26,clayey,cotton
35.61,68.63,70.0,red,sugarcane
31.43,54.96,40.98,sandy,paddy
31.37,74.91,34.64,red,ground nuts
28.38,51.28,61.42,sandy,sugarcane
31.44,70.97,62.81,clayey,paddy
39.45,73.14,24.99,sandy,maize
24.78,50.29,39.4,black,millets
25.7,52.75,36.55,red,paddy
29.06,71.99,38.56,sandy,tobacco
26.27,55.47,33.28,red,wheat
33.49,63.84,32.92,clayey,ground nuts
34.92,58.53,27.98,clayey,cotton
22.93,52.54,39.37,sandy,cotton
26.38,49.88,65.47,black,maize
34.28,68.8,43.11,loamy,cotton
35.49,70.58,34.23,clayey,maize
32.6,53.68,28.87,clayey,pulses
38.65,67.93,70.0,loamy,millets
39.15,68.25,46.6,loamy,sugarcane
32.15,57.42,26.8,red,wheat
32.8,61.46,58.5,sandy,wheat
39.01,65.01,46.91,clayey,pulses
32.04,64.28,62.11,black,barley
24.88,43.56,53.5,sandy,sugarcane
24.12,50.26,37.62,loamy,wheat
27.71,53.42,37.98,black,maize
32.91,64.18,51.89,sandy,paddy
37.05,69.22,44.58,black,sugarcane
30.03,65.12,38.84,sandy,millets
23.9,43.28,43.12,clayey,pulses
30.41,63.03,49.09,clayey,maize
29.86,50.94,70.0,sandy,sugarcane
37.46,61.25,31.69,clayey,tobacco
28.75,55.19,20.0,loamy,millets
24.86,58.35,61.89,red,wheat
27.63,58.09,46.23,black,paddy
29.59,65.88,21.2,sandy,sugarcane
28.41,61.99,31.54,red,maize
24.22,59.75,30.07,black,ground nuts
37.05,66.11,38.47,black,pulses
28.28,67.72,55.83,red,tobacco
31.39,61.78,70.0,red,maize
28.51,55.93,40.33,red,cotton
29.88,64.22,20.0,clayey,oil seeds
25.28,50.64,66.87,red,pulses
36.27,74.55,57.03,sandy,cotton
29.28,55.6,41.79,loamy,paddy
40.0,72.78,38.48,red,pulses
25.08,45.08,31.07,clayey,sugarcane
29.35,67.05,31.67,black,cotton
28.86,59.22,44.4,sandy,tobacco
27.1,55.35,36.61,black,sugarcane
28.09,50.46,25.38,sandy,barley
28.96,54.32,35.97,sandy,barley
27.67,57.87,33.61,clayey,pulses
29.34,49.57,20.01,loamy,maize
28.57,50.93,44.78,red,maize
38.15,59.18,55.78,clayey,cotton
23.08,62.96,20.0,sandy,millets
37.11,70.83,56.74,clayey,cotton
36.28,71.99,35.88,red,tobacco
33.3,61.33,50.98,black,pulses
26.17,53.24,51.31,black,barley
34.55,58.92,68.9,black,wheat
34.69,78.28,43.78,black,pulses
29.02,67.93,55.54,clayey,pulses
28.19,60.08,28.35,red,tobacco
38.69,61.57,53.46,black,cotton
34.73,66.96,59.65,clayey,oil seeds
25.55,62.37,41.64,loamy,cotton
31.75,58.98,56.2,clayey,pulses
30.51,64.47,31.19,sandy,paddy
24.18,53.12,59.3,clayey,maize
30.65,47.72,37.49,clayey,maize
29.91,59.7,54.67,clayey,tobacco
34.12,63.6,27.97,red,maize
30.51,52.48,23.64,clayey,paddy
28.09,61.48,39.32,black,tobacco
24.12,53.65,35.22,sandy,ground nuts
33.21,64.79,31.54,clayey,sugarcane
36.7,62.62,24.01,red,barley
34.03,55.38,49.19,sandy,cotton
24.49,51.98,67.62,clayey,sugarcane
29.92,57.58,44.49,loamy,ground nuts
33.42,65.41,63.33,black,maize
29.32,57.18,70.0,clayey,ground nuts
27.49,54.22,40.06,clayey,oil seeds
35.27,69.93,44.23,sandy,ground nuts
34.35,67.37,55.82,red,cotton
27.52,62.28,31.71,sandy,pulses
33.94,62.1,56.9,red,ground nuts
24.78,59.94,49.61,clayey,sugarcane
33.97,73.31,26.07,sandy,wheat
34.04,73.0,36.41,clayey,tobacco
29.03,51.28,59.83,clayey,millets
24.13,65.79,35.41,red,wheat
37.53,67.28,40.79,clayey,maize
27.94,59.27,46.39,black,cotton
26.2,66.49,58.35,black,tobacco
30.71,58.51,42.79,sandy,maize
37.97,62.65,56.53,red,ground nuts
35.46,70.84,62.84,black,maize
30.08,61.49,52.42,red,oil seeds
33.82,61.25,59.51,black,cotton
29.05,54.64,49.53,clayey,paddy
40.0,72.25,45.19,clayey,millets
22.51,50.31,30.59,clayey,maize
32.06,78.41,36.96,loamy,wheat
39.91,60.35,29.4,loamy,oil seeds
32.83,59.11,29.94,clayey,tobacco
28.99,56.86,47.2,red,sugarcane
31.08,73.05,43.81,black,tobacco
36.75,71.25,31.9,sandy,paddy
29.59,64.77,26.04,red,paddy
29.95,61.65,70.0,loamy,sugarcane
28.74,51.47,58.63,clayey,maize
37.6,71.43,54.12,clayey,ground nuts
38.31,77.54,38.22,black,wheat
33.09,65.12,37.71,red,pulses
36.17,64.23,54.97,loamy,oil seeds
40.0,58.41,25.99,clayey,sugarcane
23.4,62.09,20.0,clayey,millets
22.76,48.08,34.55,loamy,maize
23.01,46.97,52.66,sandy,maize
36.87,74.71,25.27,sandy,barley
26.86,50.54,67.65,loamy,pulses
30.79,62.82,29.74,black,barley
37.88,56.28,34.78,sandy,pulses
33.59,73.86,52.09,sandy,oil seeds
24.23,40.87,63.97,black,oil seeds
29.22,68.58,68.54,clayey,pulses
34.83,74.84,38.55,clayey,barley
40.0,72.53,69.09,loamy,barley
